cust_id,label,basic_1,basic_2,basic_3,basic_4,basic_5,basic_6,basic_7,basic_8,basic_9,basic_10,basic_11,basic_12,basic_13,basic_14,basic_15,loan1_1,loan1_2,loan1_3,loan1_4,loan1_5,loan1_6,loan1_7,loan1_8,loan1_9,loan1_10,loan1_11,loan1_12,loan1_13,loan1_14,loan1_15,loan1_16,loan1_17,loan1_18,loan1_19,loan1_20,loan1_21,loan1_22,loan1_23,loan1_24,loan1_25,loan1_26,loan1_27,loan1_28,loan1_29,loan1_30,loan1_31,loan1_32,loan1_33,loan2_1,loan2_2,loan2_3,loan2_4,loan2_5,loan2_6,loan2_7,loan2_8,loan2_9,loan2_10,loan2_11,loan2_12,overdue_1,overdue_2,overdue_3,overdue_4,overdue_5,overdue_6,overdue_7,overdue_8,overdue_9,overdue_10,overdue_11,overdue_12,overdue_13,overdue_14,overdue_15,overdue_16,overdue_17,overdue_18,overdue_19,overdue_20,overdue_21,overdue_22,overdue_23,overdue_24,overdue_25,overdue_26,overdue_27,overdue_28,overdue_29,query_1,query_2,query_3,query_4,query_5,query_6,query_7,query_8,query_9,query_10,query_11
5197,0,-99,-99,-99,-99,2,2,30,0,0,3,0,0,-99,1,-99,0,1,1803,1,0,11000,23000,0,0,0,0,0,1,1244,13,1,1244,0,1803,-99,3305.5833,39667,0,4,-99,0,0,10.75,0,13,7,2,1,0,0,5,2,3,2,3,0,0,0,3,2,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,4,1,3,3,0,4,4,0,0,4,1
5198,0,-99,-99,-99,-99,2,2,54,0,0,2,0,0,-99,1,-99,0,0.6284165,58170,0.6284165,110000,184714.28,500000,0,0,9,1189,0,0.6235814,43148,192,2,43148,0,92566,-99,59663,715956,0,7,-99,19509,696447,40.5,0,120,11.75,4,3,0,0,26,3,13,10,13,0,0,0,12,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3569,0,-99,0,0,0,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,0
5199,0,1,124,0,0,2,2,28,0,0,5,0,0,118,1,-99,0,0.9540666,28435,0.9540666,680000,36192.332,680000,0,0,2,4025,0,0.94689476,8591,17,3,8591,0,29804,-99,64628.668,775544,0,7,-99,652804,0,60.42857,0,360,50.42857,8,3,0,0,37,11,28,16,28,0,0,0,26,2,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,32,4,3,3,0,8,7,2,0,18,3
5200,0,1,34,0,0,1,1,31,0,0,-99,0,0,3,1,-99,0,1,3913,1,0,12390.6,37653,0,0,0,0,0,1,1936,7,2,1936,0,3913,-99,3575.5,42906,0,5,-99,0,7042,24.4,0,57,17.8,4,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,-99,-99,-99,-99,3,1,0,1,0,4,4,1,0,3,1
5201,0,-99,-99,-99,-99,2,2,48,0,0,4,0,0,-99,1,-99,0,14.082965,149547,14.082965,0,71266.5,157200,0,0,0,0,0,14.082965,5683,18,2,5683,0,10619,-99,15582.583,186991,1,4,-99,0,0,24.25,24,36,14,4,3,0,0,10,1,5,3,5,0,0,0,5,4,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,11,0,2,2,0,5,4,0,0,7,0
5202,0,-99,-99,-99,-99,-99,-99,34,0,0,-99,0,0,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,0,0,0,0,0,0,0
5203,0,-99,-99,-99,-99,3,4,32,0,0,2,0,0,-99,1,-99,0,1,705,1,0,118564,118564,0,0,0,0,0,1,705,6,1,705,0,705,-99,9880.333,118564,0,1,-99,0,0,29,0,29,11,1,19,0,0.0023052,17,11,16,5,17,0,0,0,16,1,1,1,1,1,0,0,1,1,1,0,0,0,10,1,0,0,0,0,1482,0,1,0,0,0,0,1,1,1,1,12,5,0,0,0,2,2,0,0,8,5
5204,0,2,31,192,696,3,3,26,0,0,5,0,0,2,1,-99,7.646875,1,14682,1,0,8478,36000,0,0,0,0,7.646875,1,10525,100,2,10525,5.481771,14682,-99,6252.9165,75035,1,13,-99,0,0,9.769231,36,36,5.3846154,3,2,0.36302084,0,5,2,3,2,3,0.01822917,0.01822917,0,3,2,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,1,0,0,1
5205,0,-99,-99,-99,-99,2,2,37,0,0,3,0,0,-99,1,-99,0,1,2157,1,320000,0,320000,0,0,16,2157,0,0,0,14,1,2157,0,2157,1,24314.834,291778,0,0,1,291778,0,240,0,240,206,1,36,0,0,24,11,19,7,20,0,0,0,20,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,7,1,1,1,0,4,4,0,0,5,0
5206,0,2,93,1209,1209,2,3,31,0,0,2,0,0,10,1,-99,0.084875,1,679,1,130000,0,130000,0,0,27,679,0,0,0,9,1,679,0.084875,679,-99,10115.25,121383,0,0,-99,121383,0,360,0,360,311,1,51,5.105,0,9,2,9,5,9,0.729125,0.94275,0,8,1,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5207,0,-99,-99,-99,-99,2,2,34,0,0,4,0,0,-99,1,-99,0,1,62365,1,340000,40000,340000,0,0,6,1981,0,1,45027,46,3,45027,0,62365,-99,38837.418,466049,1,4,-99,329995,0,101.5,36,360,75.6,5,3,0,0,14,5,2,1,2,0,0,0,2,6,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0
5208,0,1,31,1400,1400,2,2,27,0,0,4,0,0,10,1,-99,1.2939428,1,7548,1,580000,92366.664,580000,0,0,25,3253,0.7362857,1,2595,8,3,3253,0.5576571,7548,-99,65609.5,787314,1,3,-99,555555,0,102,24,360,86,3,9,0.24805714,0,7,2,4,3,4,0.24805714,0.24805714,0,4,3,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,3,2,0,1,0,2,2,2,0,0,2
5209,0,-99,-99,-99,-99,1,1,29,0,0,1,0,0,-99,1,-99,0,1,16016,1,0,16000,16000,0,0,0,0,0,1,16016,4,1,16016,0,16016,-99,0,0,0,1,-99,0,0,12,0,12,12,1,1,0,0,5,2,3,2,3,0,0,0,2,3,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5210,0,-99,-99,-99,-99,1,2,40,0,0,2,0,0,-99,1,-99,0,8.933895,13785,8.933895,0,32100,100000,0,0,0,0,0,8.933895,1014,35,3,1014,0,1543,-99,12521.75,150261,0,5,-99,0,28461,12.25,0,13,7.75,4,2,0,0,6,2,3,3,3,0,0,0,3,3,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,3,1,0,1,0,2,2,1,0,3,1
5211,0,2,182,0,0,1,1,35,0,0,3,0,0,108,1,-99,2.715699,1,6314,1,0,172633.33,300000,0,0,0,0,2.715699,1,5758,5,1,5758,2.4765592,6314,-99,36780.918,441371,0,3,-99,0,0,28,0,60,19,3,12,80.27828,0,12,2,8,6,8,7.620645,8.3070965,0,8,4,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1
5212,0,1,86,250,250,1,2,38,0,0,2,0,0,3,1,-99,0.9908,1,2477,1,0,35000,40000,0,0,0,0,0.9908,1,2157,36,1,2157,0.8628,2477,-99,4666.6665,56000,0,2,-99,0,0,18.5,0,25,9.5,2,16,1.2464,0,22,2,6,5,6,0.9652,1.0124,0,6,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0
5213,0,-99,-99,-99,-99,0,1,47,0,0,0,0,0,-99,2,-99,0,1,5841,1,0,7750,10000,0,0,0,0,0,1,4006,5,1,4006,0,5841,-99,1694.4166,20333,0,3,-99,0,0,9,0,12,7.3333335,3,2,0,0,2,1,2,1,2,0,0,0,2,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,4,0,1,2,0,2,3,0,0,4,0
5214,0,-99,-99,-99,-99,1,1,43,0,0,1,0,0,-99,1,-99,0,1,40017,1,0,851000,2650000,0,0,0,0,0,1,19802,87,2,19802,0,40017,-99,269740.75,3236889,0,4,-99,0,2791660,31,0,60,25.5,4,2,0,0,21,3,15,12,15,0,0,0,13,2,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,6,1,0,0,0,3,3,0,0,5,1
5215,0,1,165,588,588,1,2,33,0,0,2,0,0,2,1,-99,1.1338096,1,4762,1,300000,134300,300000,0,0,32,1402,0.8,1,3360,6,2,3360,0.8,4762,-99,26829.5,321954,0,1,-99,209167,0,202.5,0,360,144,2,11,0.2297619,0,8,2,5,3,6,0.09309524,0.1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,1,0,1,1,0,0,1,0
5216,0,1,27,220,220,2,2,32,0,0,4,0,0,2,1,-99,3.9554546,1,8702,1,0,47750,60000,0,0,0,0,3.9554546,1,5535,12,1,5535,2.5159092,8702,-99,2735,32820,0,2,-99,0,0,12.5,0,13,4,2,12,2.3359091,0,8,2,6,3,6,1.4963636,2.3359091,0,4,4,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,5,1,3,3,0,3,3,0,0,3,0
5217,0,-99,-99,-99,-99,2,2,22,0,0,2,0,0,-99,1,-99,0,1,88,1,0,2500,4500,0,0,0,0,0,1,88,11,1,88,0,88,-99,410.08334,4921,0,2,-99,0,0,6,0,6,5,2,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,-99,-99,-99,-99,8,0,0,0,0,7,7,0,0,7,0
5218,0,-99,-99,-99,-99,2,2,37,0,0,2,0,0,-99,1,-99,0,1,7326,1,0,7636.2104,47000,0,0,0,0,0,1,1739,77,1,1739,0,7326,-99,9387.333,112648,0,19,-99,0,0,15.157895,0,48,11.789474,4,1,0,0,1,1,1,1,1,0,0,0,1,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,10,2,0,1,0,4,4,1,0,3,1
5219,0,-99,-99,-99,-99,2,3,32,0,0,2,0,0,-99,1,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,5,2,4,2,4,0,0,0,4,1,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
5220,0,1,51,486,486,1,1,32,0,0,3,0,0,2,1,-99,1.3101234,1,2653,1,0,19599.5,71000,0,0,0,0,1.3101234,1,2080,25,2,2080,1.0271605,2653,-99,499,5988,2,4,-99,0,0,24,36,36,4.5,3,5,22.67605,0,10,2,8,6,8,0.97481483,1.7624692,0,8,1,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,2,0
5221,0,-99,-99,-99,-99,2,2,29,0,0,2,0,0,-99,1,-99,0,1,571,1,0,3062.6667,7000,0,0,0,0,0,1,367,3,1,367,0,571,-99,296.83334,3562,0,3,-99,0,0,15.666667,0,23,4.6666665,3,12,0,0,1,1,1,1,1,0,0,0,0,1,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,3,5,1,3,0,7,5,4,0,2,4
5222,0,-99,-99,-99,-99,1,1,27,0,0,-99,0,0,-99,1,-99,0,15.981208,11906,15.981208,0,11000,11000,0,0,0,0,0,15.981208,745,3,1,745,0,745,-99,1291.6666,15500,0,2,-99,0,0,12,0,12,6.5,2,1,0,0,2,2,2,1,2,0,0,0,2,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,5,1,4,4,0,5,5,1,0,4,1
5223,0,-99,-99,-99,-99,1,1,43,0,0,4,0,0,-99,1,-99,0,3.0467992,18229,3.0467992,0,95396,200000,0,0,0,0,0,3.0467992,2283,11,2,2283,0,5983,-99,33895.582,406747,0,5,-99,0,0,38,0,120,26.8,4,3,0,0,33,12,29,9,29,0,0,0,28,1,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,7,2,0,0,0,2,2,0,0,7,1
5224,0,2,65,148,148,1,2,28,0,0,1,0,0,4,1,-99,1.7432432,1,2580,1,460000,10200,460000,0,0,47,2580,0,0,0,9,2,2580,1.7432432,2580,-99,37311,447732,0,1,-99,437532,0,192.5,0,360,172.5,2,1,1.425,0,1,1,1,1,1,0.72702706,0.72702706,0,1,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5225,0,1,57,1012,1012,4,4,28,0,0,2,0,0,1,1,-99,11.2591305,1,47476,1,0,55600,123700,0,0,0,0,11.2591305,1,35815,7,2,35815,8.493676,47476,-99,14904.333,178852,0,5,-99,0,0,20.6,0,36,12.4,5,1,0.29146245,0,6,2,4,2,4,0.29146245,0.29146245,0,4,1,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,8,1,1,1,0,2,2,1,0,7,1
5226,0,-99,-99,-99,-99,1,1,44,0,0,2,0,0,-99,1,-99,0,1,142,1,0,2650,4000,0,0,0,0,0,1,119,2,1,119,0,142,-99,414.75,4977,0,2,-99,0,0,16.5,0,21,9.5,2,5,0,0,8,2,4,2,4,0,0,0,4,4,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,4,4,0,0,0,2,2,1,0,3,1
5227,0,-99,-99,-99,-99,2,2,26,0,0,5,0,0,-99,2,-99,0,18.470484,72589,18.470484,585000,35200,585000,0,0,30,3930,0,0,0,22,2,3930,0,3930,-99,55903.082,670837,0,6,-99,557837,0,51.666668,0,240,42.42857,5,1,0,0,15,2,10,7,10,0,0,0,10,3,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,3,6,2,3,0,7,7,4,0,3,5
5228,0,-99,-99,-99,-99,1,1,30,0,0,3,0,0,-99,1,-99,0,1,16469,1,700000,81250,700000,0,0,23,3825,0,1,4926,91,2,4926,0,16469,-99,83141.586,997699,0,7,-99,661218,0,80.42857,0,360,55.375,6,1,0,0,7,1,3,2,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,2,0
5229,0,-99,-99,-99,-99,1,1,41,0,0,3,0,0,-99,1,-99,0,1,18868,1,0,6198,36000,0,0,0,0,0,1,5785,163,2,5785,0,18868,-99,5746.3335,68956,0,20,-99,0,1000,8.4,0,30,3.4,14,1,0,0,4,2,4,3,4,0,0,0,4,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,42,2,6,6,0,16,11,0,0,25,1
5230,0,-99,-99,-99,-99,2,2,28,0,0,0,0,0,-99,1,-99,0,1,2685,1,0,90000,100000,0,0,0,0,0,1,1902,8,2,1902,0,2685,-99,15000,180000,0,2,-99,0,100000,16,0,24,7,2,14,0,0,4,2,3,1,3,0,0,0,3,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5231,0,1,134,610,610,1,1,35,0,0,3,0,0,2,2,-99,3.158033,1,13760,1,0,123333.336,200000,0,0,0,0,3.158033,1,7474,3,2,7474,1.7153443,13760,-99,29308.916,351707,0,3,-99,0,0,32,0,48,30,3,3,1.9955738,0,6,2,2,1,2,0.07918033,0.07918033,0,2,1,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,4,1,1,1,0,3,3,0,0,4,1
5232,0,1,126,0,0,2,2,30,0,0,3,0,0,32,1,-99,0,1,12883,1,0,27000,40000,0,0,0,0,0,1,10504,12,1,10504,0,12883,-99,5406.5,64878,0,3,-99,0,0,17.666666,0,29,8.666667,3,1,0,0,16,11,14,3,14,0,0,0,14,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,13,1,3,3,0,5,4,1,0,3,1
5233,0,5,148,1828.6666,1828.6666,3,3,34,0,0,5,0,0,9,2,-99,7.2399163,23.772415,86698,23.772415,0,382666.66,800000,0,0,0,0,7.2399163,23.772415,3647,33,3,3647,0.30455115,3647,-99,84777.75,1017333,0,3,-99,0,800000,45.333332,0,120,27.333334,3,4,2.3039665,0,9,2,6,5,6,0.34555325,0.47949895,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,-99,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
5234,0,-99,-99,-99,-99,1,1,25,0,0,1,0,0,-99,1,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,12,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,2,0
5235,0,-99,-99,-99,-99,1,3,28,0,0,1,0,0,-99,1,-99,0,1,2459,1,0,14975,48200,0,0,0,0,0,1,1600,6,2,1600,0,2459,-99,2309.5833,27715,0,4,-99,0,0,18,0,36,10.75,2,1,0,0,1,1,1,0,0,0,0,1,1,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,5,1,0,0,0,1,1,0,0,3,0
5236,0,1,47,0,642,4,4,26,0,0,3,0,0,19,1,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0.61308414,0,4,2,3,2,3,0.01152648,0.01152648,0,3,1,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5237,0,-99,-99,-99,-99,2,2,38,0,0,2,0,0,-99,1,-99,0,1,4560,1,650000,0,650000,0,0,33,4560,0,0,0,4,1,4560,0,4560,-99,50735.918,608831,0,0,-99,608831,0,240,0,240,213,1,29,0,0,5,1,5,5,5,0,0,0,5,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5238,0,-99,-99,-99,-99,2,2,29,0,0,3,0,0,-99,1,-99,0,0,0,0,0,100000,100000,0,0,0,0,0,0,0,16,1,0,0,0,-99,16666.666,200000,0,2,-99,0,200000,0,0,0,0,1,1,0,0,32,11,16,6,16,0,0,0,15,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2083,0,-99,0,0,0,0,0,0,0,0,3,4,1,2,0,4,3,1,0,3,1
5239,0,-99,-99,-99,-99,1,1,49,0,0,3,0,0,-99,1,-99,0,35.22,5283,35.22,0,20000,20000,0,0,0,0,0,35.22,150,5,1,150,0,150,-99,1250,15000,0,1,-99,0,0,17,0,17,13,1,5,0,0,22,11,18,5,18,0,0,0,17,4,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
5240,0,-99,-99,-99,-99,3,4,21,0,0,1,0,0,-99,2,-99,0,1,9869,1,0,7290.875,13000,0,0,0,0,0,1,3100,24,1,3100,0,9869,-99,2989.5833,35875,0,9,-99,0,0,7.375,0,21,3,4,1,0,0,2,1,1,2,2,0,0,0,2,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,0,0,0,0,1,1,0,0,1,0
5241,0,7,186,1638,1521,1,1,44,0,0,4,0,0,1,1,-99,0.53846157,1,3675,1,0,19500,30000,0,0,0,0,0.53846157,1,3675,49,1,3675,0.53846157,3675,-99,5715.6665,68588,0,4,-99,0,0,8,0,12,6.3333335,4,1,0.72234434,0,6,1,5,5,5,0.05509158,0.08586081,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,1,0,2,2,0,0,2,0
5242,0,2,210,0,0,2,2,54,0,0,3,0,0,136,1,-99,3.17875,1,2543,1,0,95825,95825,0,0,0,0,3.17875,1,2543,1,1,2543,3.17875,2543,2,3149.5,37794,0,1,2,0,0,36,0,36,8,1,30,7.3,0,9,2,1,1,1,0.73,0.73,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5243,0,1,83,1538,1538,1,1,34,0,0,3,0,0,9,1,-99,2.1874642,5.2215047,21027,5.2215047,180000,27861.25,276000,0,0,22,19515,0.1572952,1,1338,16,3,1448,0.1506372,4027,-99,28697.084,344365,0,4,-99,300578,0,90.166664,0,240,52.166668,4,1,1.4856697,0,53,11,18,4,18,0.5602081,0.753186,0,18,3,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,1,4
5244,0,1,49,376,376,2,2,24,0,0,3,0,0,12,2,-99,8.152341,1,12772,1,0,31250,42500,0,0,0,0,8.152341,1,11066,14,1,11066,7.063404,12772,-99,2987.5,35850,0,2,-99,0,0,11.5,0,12,3.5,2,9,25.06851,0,11,2,5,4,5,20.147234,22.921276,0,5,3,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0
5245,0,-99,-99,-99,-99,3,4,31,0,0,4,0,0,-99,1,-99,0,0.9998574,28057,0.9998574,0,9908.033,43000,0,0,0,0,0,0.9998574,3845,84,2,3845,0,28061,-99,14538.417,174461,0,30,-99,0,0,11.033334,0,43,6.366667,8,1,0,0,21,11,18,6,18,0,0,0,18,1,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,16,1,1,2,0,8,8,1,0,10,1
5246,0,-99,-99,-99,-99,0,1,26,0,0,-99,0,0,-99,1,-99,0,4.3114753,1578,4.3114753,0,8500,8500,0,0,0,0,0,4.3114753,366,2,1,366,0,366,-99,1602.0834,19225,0,2,-99,0,0,12,0,12,8.5,2,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,-99,-99,-99,-99,3,0,0,0,0,2,2,0,0,3,0
5247,0,-99,-99,-99,-99,2,2,26,0,0,5,0,0,-99,1,-99,0,1.0457486,13418,1.0457486,630000,14839.538,630000,0,0,31,3381,0,1.0621164,2844,53,4,3381,0,12831,-99,62744.832,752938,0,13,-99,613654,20432,50.642857,0,360,44.07143,10,1,0,0,26,11,24,9,24,0,0,0,24,2,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,12,0,1,1,0,1,1,0,0,7,0
5248,0,-99,-99,-99,-99,1,1,42,0,0,0,0,0,-99,1,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,4,2,2,2,2,0,0,0,2,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
5249,0,1,65,1032,1032,1,1,30,0,0,3,0,0,2,1,-99,4.051357,1,4181,1,0,14800,50000,0,0,0,0,4.051357,1,1149,16,2,1149,1.1133721,4181,-99,5138.8335,61666,0,5,-99,0,0,11.6,0,14,4,2,10,64.25678,0,16,2,7,4,7,8.023255,11.218992,0,7,3,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,2,0
5250,0,-99,-99,-99,-99,1,2,47,0,0,1,0,0,-99,1,-99,0,3.156602,15420,3.156602,0,38500,76000,0,0,0,0,0,3.156602,4885,3,1,4885,0,4885,-99,5316.6665,63800,0,2,-99,0,0,12,0,12,11,2,1,0,0,8,2,4,2,4,0,0,0,4,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5251,0,-99,-99,-99,-99,1,2,36,0,0,2,0,0,-99,1,-99,0,1,6009,1,0,239833.33,686000,0,0,0,0,0,1,4972,32,2,4972,0,6009,1,59094.332,709132,0,3,1,0,0,46.333332,0,120,43.666668,3,2,0,0,37,11,20,7,20,0,0,0,20,3,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,12,1,0,0,0,3,3,0,0,3,0
5252,0,1,31,0,482,2,2,32,0,0,4,0,0,14,2,-99,0,5.586636,31436,5.586636,0,23266.666,77000,0,0,0,0,0,5.586636,1791,70,2,1791,0,5627,-99,9843.583,118123,0,7,-99,0,3000,11,0,25,7,7,1,0,0,11,2,6,5,6,0,0,0,6,2,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,24,0,1,1,0,3,3,0,0,12,0
