cust_id,loan2_1,loan2_2,loan2_3,loan2_4,loan2_5
13111,4,6,143069,41562,52837
13112,2,2,71250,46250,50033
13113,2,3,78400,29430,36949
13115,6,9,195427,154628,159806
13116,8,11,157312,105626,101533
13117,9,17,426612,273861,259044
13118,12,20,158001,69437,75879
13119,10,14,269400,197071,193559
13120,4,8,770290,134496,59018
13121,1,1,5000,95,899
13122,3,7,209000,119490,125094
13123,2,22,125000,1201,1091
13124,5,6,86000,125932,123439
13125,8,10,207000,61760,129201
13126,10,19,249667,207095,188560
13127,3,5,38000,26212,41517
13128,5,13,150000,14846,27542
13129,2,5,47822,19817,10665
13130,2,4,85000,3015,23213
13131,7,14,304817,187711,161128
13132,8,16,505792,364198,324368
13133,6,8,103000,70482,64046
13134,3,6,100000,104575,81294
13135,10,20,647150,161915,158387
13136,2,2,34700,28321,29044
13137,5,10,80000,8727,23697
13138,6,6,100000,46094,45372
13139,3,3,134859,69906,87238
13140,1,1,4500,3950,658
13141,1,1,20000,0,161
13142,6,8,99500,85545,89386
13143,8,8,384121,81423,52553
13144,3,4,200500,7957,12191
13146,2,2,62200,0,0
13147,6,10,183838,154724,114472
13148,5,8,24000,14068,14676
13149,4,8,108000,48118,51714
13150,8,22,69000,59458,46608
13151,2,2,30000,0,0
13152,10,22,335100,197024,171231
13153,3,7,48000,15970,16004
13154,9,17,202000,198375,185410
13155,5,5,585889,21538,42976
13156,1,1,20000,0,1667
13157,13,26,553801,173729,182461
13158,4,5,65900,64970,69429
13159,2,6,45000,35019,46740
13160,2,12,8000,0,0
13161,9,14,105100,79593,73517
13162,7,10,313000,9348,57717
13163,5,6,86500,1273,2042
13164,1,1,12000,10357,7881
13165,3,4,25000,0,3300
13166,4,16,102000,60264,45283
13167,5,11,484000,321125,287952
13168,9,17,608924,434043,321163
13169,9,13,425789,101350,54999
13170,5,13,394000,244690,259160
13171,3,10,55001,0,19078
13172,5,14,78000,43,253
13173,7,13,584663,221326,216909
13174,2,4,30000,29929,14778
13176,11,26,338600,163481,96075
13177,3,5,54000,0,4389
13178,7,10,267578,164831,73150
13179,1,1,0,0,0
13180,13,40,530900,460680,420604
13181,5,21,609000,542487,548916
13182,8,21,325325,174340,147597
13183,7,19,354000,167871,206081
13184,7,11,124000,85996,89333
13185,3,7,46000,14294,9752
13186,4,6,198000,247,123
13187,5,14,303323,39002,36772
13188,3,14,180000,15794,12766
13189,6,19,118000,26524,30147
13190,10,16,580000,371110,311508
13191,5,5,494500,221938,242739
13192,5,8,317221,123485,225099
13193,4,11,288000,87286,98417
13194,7,18,173800,50801,39124
13195,3,4,20000,10993,19042
13196,3,3,53000,52494,57771
13197,1,1,3000,2987,2987
13198,6,19,82500,69650,73181
13200,3,5,292500,52152,26479
13201,2,13,13000,4946,5501
13202,9,13,204000,90055,104880
13203,7,11,678500,737895,719824
13204,9,27,420500,299304,288029
13205,4,5,52000,43856,32844
13206,9,13,162687,108171,130306
13207,2,12,21000,17988,18155
13208,1,1,0,0,1150
13209,3,5,50000,29800,74698
13210,8,9,202000,89419,38553
13211,4,6,50000,34157,30118
13212,8,21,175908,56877,55270
13213,9,16,393000,266513,317078
13214,5,7,185938,96786,86528
13215,11,16,567300,54060,117787
13216,4,8,211000,2855,20207
13217,7,11,151285,21428,23353
13218,6,11,285000,300502,288176
13219,7,20,115600,44790,57281
13220,4,6,84000,26431,19961
13221,8,14,398001,336799,311654
13222,8,18,302151,270925,270051
13223,4,8,40058,23850,10162
13224,4,5,143001,0,0
13225,8,11,222000,217432,206936
13226,6,8,239412,52917,62067
13227,1,1,12000,11384,11605
13228,1,1,109725,0,0
13229,6,22,447584,27403,39579
13230,3,14,40000,26357,16923
13231,6,21,97400,65011,78547
13232,6,6,153600,67554,57287
13233,5,9,317000,271028,144733
13234,5,17,85000,66026,32243
13235,4,5,134130,17480,23396
13236,2,2,115511,39198,38553
13237,2,3,7500,54,167
13238,2,3,120000,43918,28327
13239,7,12,251500,166620,187075
13240,4,5,66000,63595,61112
13241,5,5,140000,96431,69300
13242,4,18,132000,109769,50203
13243,1,11,50000,11605,30656
13244,8,12,265600,207409,205066
13245,5,10,100000,32011,9055
13246,7,20,320438,132272,124639
13247,8,23,75079,68381,61094
13248,4,7,88000,78362,63338
13249,6,6,102875,49471,52604
13250,3,3,52000,5333,21372
13251,3,6,52000,6787,2968
13252,4,6,104097,24713,47927
13253,4,5,68600,1726,7033
13254,4,25,250015,106546,139112
13255,4,4,87000,56837,44878
13256,9,22,113483,97138,94849
13257,8,15,302936,211283,194843
13258,1,3,31000,0,46835
13259,6,24,174027,40908,55727
13260,7,16,413500,81510,135605
13261,4,9,246000,154014,154642
13262,1,3,8000,0,0
13263,11,17,457500,103978,121982
13264,7,14,329000,279744,260868
13265,4,5,61000,126426,92349
13266,4,7,674500,398079,330447
13267,8,12,178100,78740,80956
13268,4,6,103000,76938,44772
13269,11,27,287450,219857,166732
13270,1,1,30000,0,11869
13271,6,10,133000,135943,130650
13272,5,7,373000,283385,204610
13273,3,3,90000,4386,31640
13274,3,4,125000,43384,46434
13275,7,21,176500,160690,130912
13276,5,8,250500,145312,123990
13277,3,3,20000,5749,9506
13278,7,17,146000,182789,112247
13279,1,11,50000,28992,28213
13280,6,6,186000,146933,132001
13281,9,15,357000,230966,274994
13282,5,7,76228,8894,13951
13283,3,4,85000,49786,11856
13284,7,8,262000,130987,109662
13285,10,32,125000,103630,93191
13286,6,9,123000,0,0
13287,7,8,235553,221100,178329
13288,2,6,14000,1831,1604
13289,7,21,159617,74900,56261
13290,10,21,365083,196762,208758
13291,9,9,107558,99932,99675
13292,14,21,284500,219936,205427
13294,15,23,619200,311719,342696
13295,4,15,88000,18426,14750
13296,3,6,102000,64697,47596
13297,1,3,18000,0,10660
13298,3,4,66500,39365,23011
13299,7,12,273000,294086,227850
13300,3,6,268448,36808,28384
13301,10,25,252500,168965,134399
13302,5,5,115000,1,4110
13303,4,4,51000,24746,29974
13304,9,15,356000,168402,222570
13306,7,9,324788,192530,188726
13307,2,2,38000,20021,6674
13308,5,16,88556,36638,44164
13309,3,5,25001,501,819
13310,5,18,389000,69340,85826
13311,13,26,335304,246957,197004
13312,3,4,15000,5933,8017
13313,2,3,56000,380,9387
13314,6,16,351322,140546,137208
13315,3,5,104667,42014,38374
13316,7,13,495500,352472,312419
13317,6,9,306332,193946,117867
13318,4,8,177226,115356,109225
13319,8,14,417001,138485,185022
13320,5,10,133500,65413,52065
13321,3,8,245833,16258,17316
13322,8,8,198000,70192,59457
13323,4,5,155534,91181,80303
13324,5,6,39161,25627,21597
13325,3,5,94800,70613,64690
13326,3,21,30900,243,535
13327,6,15,528000,335349,224266
13328,4,16,307000,88451,68614
13329,5,6,114000,47839,62193
13330,8,10,283000,249876,209798
13331,3,3,37000,27923,12443
13332,6,9,248000,47415,97004
13333,1,3,19000,485,10258
13334,7,9,122000,54731,65744
13336,3,7,56000,6479,7129
13337,7,10,203000,102104,103325
13338,2,2,24000,12398,6199
13339,1,1,23000,13825,16755
13340,10,15,179591,52556,24929
13341,6,11,375000,213757,239009
13342,4,6,47000,1202,2032
13343,10,18,265800,0,12608
13344,10,13,972001,798829,850987
13345,9,19,210700,138357,159372
13346,9,14,365000,103061,181859
13347,9,14,218000,14854,13214
13348,5,14,33001,17548,13266
13349,10,14,278029,186878,177925
13350,7,23,165000,87758,90477
13351,7,13,301300,209378,167463
13352,2,5,40000,13145,18903
13353,8,10,663600,286216,290830
13354,10,21,785000,207428,235891
13355,5,8,147200,10452,40527
13356,12,15,142501,114006,126086
13357,11,22,531000,87900,108823
13358,8,10,131000,99351,90816
13359,7,7,113000,85092,63672
13360,1,1,154933,167036,194700
13361,11,17,461700,195987,245208
13362,3,4,115000,2589,3985
13363,7,37,252800,193994,148972
13364,5,9,1065780,399318,248846
13365,1,1,10000,892,387
13366,7,17,68200,20243,18999
13367,3,15,181168,114210,101613
13368,10,21,214000,139396,62289
13370,5,8,313714,97281,85488
13371,2,2,22000,11999,7000
13372,4,17,115000,29589,34896
13373,10,11,519893,58879,122039
13375,5,5,153000,97233,93847
13376,4,13,178549,59831,48393
13377,10,13,176500,332061,322840
13378,9,20,774683,238637,238282
13379,5,15,40000,39553,39131
13380,2,14,13000,5018,33849
13381,2,3,97000,13849,15274
13382,6,8,105333,78829,65082
13383,5,10,448300,150496,129213
13384,2,2,10000,0,0
13385,10,12,382600,348864,343981
13386,7,10,284400,68674,61033
13387,3,3,40000,37056,26142
13388,6,17,169254,55841,62631
13389,5,9,62000,39691,36810
13390,5,16,428000,50711,39042
13391,5,13,77000,131513,112316
13392,7,11,331000,121961,136148
13393,7,9,280508,31934,60604
13394,6,11,252001,215270,216309
13395,10,14,401885,180082,170360
13396,6,14,121200,130791,130263
13397,4,4,98000,15193,21709
13398,11,16,345500,188760,162358
13399,7,10,79937,7179,38894
13400,7,9,326000,198016,216668
13402,3,3,47333,13180,12896
13403,4,6,123833,76118,70769
13404,5,5,81001,14,15662
13405,4,5,64000,196,15117
13406,6,11,683879,422805,465403
13407,2,2,33000,26861,22718
13408,3,14,26600,661,874
13409,5,16,74000,19668,46158
13410,1,1,30000,30112,28052
13411,3,18,70000,37090,33384
13412,11,29,386700,63343,95152
13413,9,16,183000,154531,155396
13414,1,3,0,0,0
13415,9,12,232900,236942,209399
13417,3,13,25000,0,546
13418,2,4,120000,13331,30719
13419,11,15,320000,37965,85866
13420,6,38,253001,98250,114667
13421,1,1,10000,0,0
13422,12,19,319500,243918,231883
13423,9,13,311500,254639,224850
13424,2,6,179000,1323,1323
13425,7,21,83500,5456,6127
13426,6,8,101866,112742,85328
13427,8,11,305340,61583,42806
13428,9,17,436500,208836,232580
13429,2,3,10000,8009,8213
13430,5,7,129000,70820,60483
13431,9,21,472921,236999,255597
13432,1,2,24000,24115,26774
13433,6,8,36000,0,20908
13434,7,20,238995,164121,144945
13435,4,5,213333,21217,37138
13436,4,4,80000,68568,58066
13437,2,6,32000,42377,44773
13438,9,12,500901,288197,323729
13439,8,13,382257,313970,278823
13440,1,1,3000,0,0
13441,5,10,201675,70618,68317
13442,5,6,69000,17329,11579
13443,5,10,82000,84489,105188
13445,2,2,11000,125,21
13446,2,9,315000,53,84725
13447,2,2,12200,198,699
13448,15,28,349250,289251,239565
13449,3,7,96600,4068,10806
13450,4,8,80888,40610,33580
13451,1,1,0,0,0
13452,2,8,156000,114954,132501
13453,2,2,80000,30685,5288
13454,3,5,132000,48777,65048
13455,8,11,106250,113224,121288
13456,2,9,87000,19487,4296
13457,8,15,611000,418374,361243
13458,7,8,152792,15560,45784
13459,4,4,23000,40881,25989
13461,9,11,176000,13919,15042
13462,2,2,13000,0,7721
13463,11,17,454765,213618,278165
13464,4,5,54000,35976,37233
13465,2,2,70000,0,0
13466,5,8,389000,124573,148641
13467,1,1,45000,0,0
13468,2,3,75000,45132,51213
13469,7,12,290120,89256,90055
13470,4,6,87260,50172,53175
13471,11,19,279200,163089,107612
13472,10,14,539653,215456,214876
13473,2,4,108000,6692,4565
13474,6,9,468035,178893,127385
13475,7,9,80099,108661,116225
13476,2,5,110000,19624,31960
13477,9,15,198500,191228,167076
13478,4,9,27600,2000,1000
13479,10,38,2610145,1607576,1076996
13480,2,4,102000,47348,68104
13481,5,7,176000,154372,140116
13482,2,13,52000,1242,607
13483,6,8,29550,2710,5254
13484,5,6,156000,98226,109328
13485,8,10,189000,11543,16204
13486,2,14,144658,32480,33910
13487,8,16,218000,136346,62747
13488,7,23,233000,107869,105283
13489,4,17,280000,1408,4536
13490,1,1,5000,4959,3223
13491,2,12,98000,0,0
13492,5,21,215799,52467,30721
13493,6,7,54000,0,0
13494,10,15,653000,449524,478356
13495,5,11,124000,44887,60137
13496,4,5,715000,71026,58934
13497,9,11,115715,80110,69666
13498,2,2,12000,5941,5746
13500,3,4,50000,2364,3915
13501,4,13,50000,48817,31112
13502,4,4,148000,8132,2267
13503,2,3,31000,28722,19264
13504,9,13,419000,361546,268263
13505,5,13,106000,97103,94819
13506,5,7,145500,1711,10147
13507,8,13,383333,273898,203652
13508,6,7,111700,82290,73177
13509,6,11,170600,108866,100536
13510,10,24,476314,352713,317721
13512,7,26,292200,185016,197389
13513,2,2,9000,0,0
13514,5,20,77000,52618,49309
13515,4,6,295000,2436,13241
13516,13,28,399450,153117,236201
13517,4,8,132167,42885,52047
13518,3,6,155000,105825,84822
13519,8,13,193000,110826,112856
13520,8,14,225300,122235,142848
13521,4,16,23000,14149,146909
13522,1,1,1000,0,0
13523,8,21,499070,140245,153810
13524,2,13,20500,0,14303
13525,9,24,242043,89062,79882
13526,4,6,55008,0,27
13527,2,2,27000,11428,22182
13528,3,24,36000,0,5530
13529,2,2,79000,8887,39458
13530,7,13,235433,50865,55017
13532,11,21,446485,209687,230823
13533,7,19,471558,255838,196249
13534,4,4,90200,1757,10001
13535,6,8,100000,4437,3238
13536,7,16,272500,2417,3019
13537,4,5,108489,109519,95601
13538,8,16,230800,204879,205535
13539,2,2,65000,0,21639
13540,4,4,54000,13350,17940
13541,2,4,179774,109349,118314
13542,3,24,45000,15890,17164
13543,4,9,110000,0,1764
13544,3,4,23000,11970,17658
13545,5,13,120259,38496,39842
13546,4,12,89272,1654,8311
13547,7,13,148000,73102,72835
13548,4,7,59500,31599,22996
13549,6,9,258300,50000,72045
13550,3,4,63000,44235,18670
13551,6,8,187000,140923,111310
13552,7,9,296990,145821,124579
13553,8,12,340000,52786,74643
13554,6,12,182689,92476,62907
13555,3,6,174281,11772,12849
13556,3,13,114000,50763,34406
13557,2,2,87000,40222,41030
13558,11,12,370300,208872,160754
13559,5,7,143001,33217,34228
13560,2,2,7000,0,0
13561,1,11,5000,450,1104
13562,3,5,40000,2109,373
13563,4,4,120000,49272,109242
13564,8,9,193000,32193,27567
13565,4,4,155000,146220,141684
13566,3,16,61000,44700,37516
13567,9,15,428580,258983,245198
13568,2,2,29000,13045,8698
13569,7,12,249707,172235,151044
13570,3,3,37000,0,957
13571,4,7,91800,16250,52644
13572,2,3,35000,19968,29850
13573,8,20,150120,69141,33372
13574,4,6,157423,53793,52339
13575,4,6,75000,37941,48581
13576,2,17,5000,89036,52745
13577,3,48,191000,129184,111835
13578,9,30,263000,2043,4056
13579,3,9,102001,20590,146835
13580,3,3,198000,80002,90188
13581,5,7,55000,51537,56674
13582,2,2,23000,10720,11286
13583,4,10,166200,59932,65326
13584,7,32,126100,105588,104989
13585,7,12,274336,106709,147669
13586,5,8,168800,132887,122264
13587,8,24,124000,51237,87962
13588,6,8,157047,128863,96063
13589,7,7,75000,49468,38606
13590,5,16,186000,141194,107587
13592,5,16,56000,33179,31857
13593,3,3,55000,21520,32448
13594,1,2,13000,21094,23128
13595,1,11,5000,4650,3292
13596,9,28,437000,233808,234371
13597,5,8,139051,70153,37932
13598,5,5,181000,70794,119378
13599,7,26,147928,53217,68562
13600,6,18,624600,209886,352222
13601,4,5,161000,84411,83606
13602,4,8,152000,28080,13471
13603,11,16,311177,195898,184399
13604,7,16,176000,88360,80375
13605,10,36,450500,124570,178845
13606,9,24,275600,136213,157351
13607,2,14,230331,3643,36610
13608,9,20,202000,213341,122550
13610,4,6,103000,63317,42222
13611,5,11,203000,7157,8896
13612,3,6,172793,110360,145606
13613,4,14,180000,104993,98089
13614,12,25,117344,67155,66115
13615,8,15,256500,225113,212566
13616,11,28,441418,270325,265857
13617,5,7,248000,489,29373
13618,6,7,613350,33743,25320
13619,3,6,58500,54042,56361
13620,8,23,296494,139707,124610
13621,2,5,21000,25775,33583
13622,3,3,168600,124739,118940
13623,2,2,34000,0,0
13624,1,2,6000,5003,1833
13625,3,3,10000,20874,16706
13626,10,14,378000,28536,53204
13627,3,4,55000,37690,29972
13628,9,23,90400,88394,78150
13629,10,13,169000,139645,93137
13630,1,1,15000,0,0
13631,6,21,151833,45595,44077
13632,3,4,37000,19823,25979
13633,4,8,640000,457472,512934
13634,3,3,425000,212630,185167
13635,2,2,26000,14992,10421
13636,3,16,18500,0,8
13637,3,3,10000,0,4688
13638,13,23,215864,176531,136758
13639,2,4,70000,16627,115340
13640,6,20,116500,6762,33270
13641,7,11,370000,157179,116216
13642,4,7,15600,14088,11598
13643,4,7,58000,43111,17595
13644,6,21,308200,113581,117825
13645,5,5,114001,87278,100517
13646,2,3,60000,57676,57693
13647,1,1,1000,1471,315
13648,4,17,232296,55206,43041
13649,6,22,175000,167894,153689
13650,10,22,451166,145470,153968
13651,5,20,259000,185471,172369
13652,6,9,122300,89399,111541
13653,12,29,742200,314642,301871
13654,2,2,25488,7091,5720
13655,4,14,82500,16108,12560
13656,8,22,246400,143064,167046
13657,4,26,101001,0,29
13658,3,16,95000,87525,86914
13659,4,5,294667,72375,101225
13660,8,16,109100,85929,74968
13661,4,8,52500,41374,49041
13662,7,20,127000,115381,111389
13663,12,32,427515,359556,376510
13664,2,2,68000,3929,41939
13665,4,15,61000,59383,61523
13666,8,17,198774,124100,101797
13667,7,12,237000,42007,52032
13668,4,13,61000,47618,25592
13669,1,1,0,0,0
13670,4,4,55100,41043,43675
13671,2,2,39000,2100,9739
13672,6,10,187000,159961,139895
13673,8,12,235000,195377,188558
13674,7,21,125001,114647,114759
13675,1,1,80000,80352,80757
13676,6,10,139600,11787,23376
13677,4,10,197000,128846,72472
13678,4,6,134000,0,10541
13680,2,4,143850,55269,72294
13681,9,15,218400,71671,87302
13682,10,21,160000,23209,55056
13683,1,3,46652,42652,46569
13684,6,10,151000,3313,4325
13685,8,8,221000,128586,126439
13686,13,23,366001,281543,255154
13687,8,19,179000,96507,100407
13688,2,2,99000,9604,30639
13689,5,22,34000,18000,17279
13690,4,5,164000,88287,94404
13691,7,12,237550,178120,125954
13692,4,7,172000,100134,124114
13693,9,26,196684,52458,86863
13694,6,21,274000,24467,47655
13695,3,5,134000,88782,58567
13696,3,5,64000,33557,18159
13697,3,14,12000,3324,5645
13698,5,7,109000,48238,43528
13699,5,5,143700,98276,86680
13700,5,10,264200,234866,204864
13701,4,18,826000,125798,128026
13702,6,11,207496,125641,122582
13703,11,19,933816,855292,834284
13704,8,21,107639,82578,88719
13705,3,6,96000,16107,5061
13706,2,2,50000,0,0
13707,8,22,249400,90141,116779
13708,2,14,53000,47541,53684
13709,8,36,349500,152478,134811
13710,8,25,155000,136779,152499
13711,3,20,500000,5571,7253
13712,11,17,595300,362457,375612
13713,4,16,93000,22266,9860
13714,3,14,80000,71445,83895
13715,10,17,236000,184948,151821
13716,8,26,536400,244586,255121
13717,2,2,88000,71138,56708
13718,5,8,165000,142304,131407
13719,4,11,265000,0,45072
13720,12,21,229363,79485,98171
13721,6,11,323448,112144,122352
13722,4,16,121000,72243,28036
13723,6,19,264000,95555,87951
13724,3,4,55000,0,0
13725,4,21,102000,54802,123388
13726,6,12,637000,161774,377480
13727,6,8,97000,78001,84728
13728,8,19,233254,81185,43770
13729,3,17,74000,53319,50778
13730,1,12,100000,88787,22567
13731,8,26,142600,191215,157297
13732,2,12,8000,0,0
13734,10,14,227000,149618,165162
13735,4,8,118606,9017,3527
13736,2,3,39000,25883,25192
13737,3,5,283000,138438,104031
13738,7,11,195600,150598,140000
13739,4,5,211000,58710,71905
13741,8,33,644700,343967,412267
13742,6,23,268297,9454,9529
13743,5,5,121000,96491,75998
13744,4,7,27000,42391,12404
13745,5,7,47500,27351,26720
13746,5,6,174500,64678,73178
13747,10,15,592500,307680,290892
13748,7,13,188725,40780,67492
13749,4,9,268278,206712,243024
13750,5,5,173000,62664,76121
13751,9,16,172067,163568,150881
13753,8,29,218849,494,5451
13754,8,15,319500,141292,129273
13755,2,5,64000,36181,36530
13756,8,11,1103000,13538,133834
13757,1,6,100000,23427,17928
13758,8,20,159200,150578,146325
13759,10,23,260001,76406,86932
13760,7,11,226000,168307,139483
13761,2,3,26000,10402,12430
13762,6,11,359710,114455,142555
13763,1,1,1000,0,0
13764,4,7,568000,239135,239272
13765,7,8,161500,15361,42478
13766,4,6,50000,15171,17781
13767,8,15,786000,547651,425630
13768,7,10,237250,35910,25536
13769,9,22,185000,134457,127465
13770,12,15,156700,151355,151195
13771,7,20,479462,121280,141119
13772,5,11,318000,157328,106145
13773,4,5,288213,11352,4730
13774,4,5,115000,8321,24727
13775,6,24,245000,204932,194560
13776,4,5,70000,73033,40030
13777,8,22,509000,157411,191956
13778,2,2,2000,0,1474
13779,11,15,939800,758241,722720
13780,7,17,865400,604474,619683
13781,3,4,207633,19292,16569
13782,3,18,84000,12149,22358
13783,3,5,134000,8228,11202
13784,4,15,62000,58592,62127
13785,3,4,3500,0,0
13786,6,7,200200,129382,76669
13787,3,9,74000,24000,22838
13788,5,21,162423,138314,152957
13789,2,3,19000,11705,11831
13790,6,18,359700,132838,144470
13791,3,14,98000,67173,79364
13792,8,20,239000,142969,116829
13793,4,5,50200,5025,9319
13794,7,24,276892,103984,78302
13795,7,19,175148,167017,167376
13796,20,41,697320,490080,476913
13797,9,26,200185,93127,72726
13798,5,10,232000,115681,108807
13799,3,5,59200,34591,26626
13800,6,22,510800,219832,237442
13801,3,3,505200,56168,47460
13802,5,18,60000,53130,28964
13803,2,12,10100,0,0
13804,4,6,280000,119038,76393
13805,3,3,30000,5080,2729
13806,4,5,75000,6774,20059
13807,4,5,146333,114837,107134
13808,7,10,738450,282386,267576
13809,6,9,210200,185778,178415
13810,5,14,108000,71412,76970
13811,2,2,120000,8453,7986
13812,8,28,218396,73881,67188
13813,3,4,235193,83016,111244
13814,15,22,652600,158577,149123
13815,10,36,166000,137950,138805
13816,8,10,228000,240409,119998
13817,9,18,140433,44985,39450
13818,4,5,73000,42747,39096
13819,8,14,265001,107245,94820
13820,5,7,140000,109911,66263
13821,4,5,144000,0,31943
13822,4,6,61000,445,22998
13823,3,14,165450,24835,24826
13825,9,21,447058,254057,261871
13826,9,14,234207,224877,164935
13827,6,11,203217,27179,40123
13828,6,6,257000,221078,209298
13829,1,1,16000,0,13
13830,4,9,21000,8272,19024
13831,9,12,454488,196914,227535
13832,2,4,23001,0,0
13833,14,29,265700,205150,191394
13834,6,17,264000,119787,103541
13835,10,45,335450,292043,291803
13836,5,11,196000,109545,109192
13837,1,2,3000,0,0
13838,3,13,16000,15991,15916
13839,8,15,287500,137047,183754
13840,9,41,307900,193535,128605
13841,6,15,81660,20504,294027
13842,9,15,346324,254423,259600
13843,3,4,155275,131462,146534
13844,4,7,73500,73361,72463
13845,7,10,124000,32139,24947
13846,3,3,19000,0,3841
13847,1,1,10000,9892,8226
13848,2,8,16000,7698,5935
13849,12,20,1327000,704746,700441
13850,7,10,47095,13179,16850
13851,9,21,202500,172812,170371
13852,9,12,207000,148440,134726
13853,4,7,38500,18607,19118
13854,1,11,15000,0,0
13855,6,14,103950,81015,90045
13856,2,6,1500,0,173
13857,7,11,36079,29043,29134
13858,1,1,2000,0,0
13859,7,20,124000,8610,7233
13860,8,14,127471,80905,56910
13861,4,9,166500,0,5900
13862,1,2,5000,0,0
13863,4,16,151000,11723,3637
13864,4,5,57000,621,5921
13865,9,37,202000,227237,88266
13866,7,10,170495,151175,137064
13867,3,14,64000,23217,13813
13868,8,13,112000,144033,148911
13869,6,8,234600,142106,78319
13870,2,3,54000,0,160127
13871,12,20,156000,81220,65662
13872,6,9,234000,147662,207451
13873,10,27,668000,572186,475268
13874,7,20,141000,6545,15061
13875,9,21,156390,129651,131562
13876,5,11,69900,57985,63822
13877,8,19,403000,169758,191214
13878,10,20,320418,51930,55919
13879,5,18,55200,49128,43935
13880,7,11,374845,229777,104650
13881,6,20,113400,42191,54144
13882,5,22,157000,151100,105195
13883,8,16,489900,511087,310858
13884,4,9,53475,3738,6287
13885,4,30,80000,56321,52795
13886,6,8,278600,199028,122556
13887,4,4,110000,19997,57431
13888,5,10,187532,98330,102484
13889,10,28,720433,51304,82029
13891,6,8,54800,52000,64265
13893,8,19,373000,8632,41455
13894,9,22,209000,186713,162391
13895,8,9,179177,39989,69472
13896,9,16,563213,332953,213065
13897,13,19,179500,156232,144742
13898,6,10,126500,55360,92175
13899,13,22,323316,91353,85948
13900,5,17,104000,99908,93786
13901,2,5,48900,35582,73458
13902,8,15,594430,362905,304425
13903,3,13,11500,0,373
13904,4,15,46000,44630,32391
13905,4,14,125000,45193,33207
13906,8,15,885000,632468,456353
13907,3,5,83000,19027,21431
13908,7,19,110000,110315,108005
13909,5,10,50000,28665,27889
13910,6,10,168000,148714,154624
13911,5,5,62000,57225,25252
13912,6,10,281300,94900,111395
13913,3,16,73000,11198,10213
13914,4,7,233500,138309,152524
13915,9,35,231000,63338,49458
13917,2,12,8000,5035,4164
13918,2,4,191830,54596,62441
13919,9,24,55500,22937,44782
13920,6,8,83510,0,0
13921,10,22,238956,82502,70529
13922,11,16,244526,184775,187352
13923,6,7,386000,269152,264496
13925,10,13,207556,151881,155341
13926,4,14,95000,84163,83348
13928,6,9,88000,44668,23810
13929,4,6,198000,146112,246772
13930,6,9,95000,87003,89371
13931,3,15,22339,1911,5499
13932,2,2,49000,0,8922
13933,3,4,135000,3180,22957
13934,4,9,208040,83193,116485
13935,7,12,520100,189114,222383
13936,3,3,27000,3506,2763
13937,5,10,120167,69672,60789
13938,8,27,685461,411734,323974
13939,5,6,116200,18851,35425
13940,5,7,174000,89581,90466
13941,12,20,665100,170316,254742
13942,1,1,17000,0,0
13943,4,6,43000,28406,14512
13944,5,14,46000,16862,18865
13945,5,5,245732,26875,31471
13946,6,12,118000,116583,117342
13947,7,15,209678,145796,141295
13948,4,10,224000,47987,43463
13949,2,6,170288,65700,63897
13950,3,14,150625,70909,102986
13951,3,3,121000,73464,80203
13952,3,3,116415,28454,53302
13953,6,21,290000,262764,162817
13954,5,8,72000,767,2372
13955,10,15,332500,89173,121164
13956,7,11,188500,159654,154414
13957,2,2,16000,6094,13024
13958,5,8,109500,14055,9310
13959,1,1,1000,999,833
13961,4,5,40000,38932,36091
13962,8,22,364001,256182,291375
13963,1,2,7000,4613,5782
13964,9,13,105500,82985,80340
13965,7,9,218900,172739,146654
13966,5,6,153400,148728,138981
13967,6,10,377000,175809,153290
13968,6,16,156800,42701,61529
13969,7,18,235917,99646,90993
13970,8,21,115000,83457,90092
13971,9,12,553300,313396,216991
13972,7,19,117100,92542,89826
13973,5,6,577696,7529,13313
13974,12,18,395321,267500,263246
13975,12,20,351270,238632,248364
13976,2,4,40000,0,28319
13977,3,3,36000,33220,35157
13978,5,6,143000,46725,78140
13979,4,9,91000,62411,34990
13980,4,17,178000,149435,115778
13981,6,11,198666,171425,179223
13982,10,33,320346,257509,259820
13983,2,12,6000,7485,36147
13984,1,2,100000,4964,14009
13985,1,1,18000,0,2987
13986,4,16,120000,17029,41453
13987,12,23,414252,301272,263886
13988,5,5,73000,30129,58684
13989,8,10,140600,149890,173099
13990,12,24,633629,387473,370145
13991,7,20,280000,142577,134272
13992,2,2,76000,16064,11911
13993,2,4,20900,19923,19910
13994,6,21,423255,52408,77372
13995,5,22,354580,60957,67409
13996,9,11,276100,181507,202391
13997,7,26,58200,61964,150741
13998,4,13,315500,243520,84930
13999,7,13,368642,147918,143413
14000,14,24,421514,401806,401819
14001,2,3,4000,3123,1849
14002,6,9,192500,53451,99386
14003,5,27,97000,73821,68051
14004,8,18,324500,171615,166727
14005,6,10,160000,4928,50278
14006,14,23,443200,277358,260103
14007,4,25,39000,21592,22056
14008,5,5,100000,91360,70128
14009,5,15,65000,3152,5071
14010,4,14,158500,34366,33082
14011,5,22,93401,53784,50628
14012,3,4,122000,115471,87570
14013,2,2,48000,10,15102
14014,4,4,34100,21191,28447
14015,5,7,98000,56634,47701
14016,1,2,15000,0,0
14017,6,12,452000,179336,188415
14018,6,15,128233,32060,48370
14019,9,21,366300,304153,300209
14020,3,3,17000,4997,8317
14021,9,15,435411,324636,329990
